,title,book_id,publication_year,ratings_count,language_code,average_rating,economics,politics,sociology,society,political-science,government,history,philosophy,theory
3014,Amelia Earhart: The Sky's No Limit,2311553,2005.0,111,,3.26,0,0,0,0,0,0,1,0,0
3027,The Problem with Socialism,29434729,,165,,4.33,1,1,0,0,0,0,0,0,0
3041,Balloons Over Broadway: The True Story of the Puppeteer of Macy's Parade,11360892,2011.0,8240,eng,4.14,0,0,0,0,0,0,1,0,0
3044,Who Was Christopher Columbus?,16115609,2013.0,179,,3.96,0,0,0,0,0,0,1,0,0
3053,The Nordic Theory of Everything: In Search of a Better Life,28014787,2016.0,132,,3.81,0,1,1,0,0,0,0,0,0
3067,The Well-Trained Mind: A Guide to Classical Education at Home,96559,1999.0,223,,4.31,0,0,0,0,0,0,1,1,0
3069,The Story of the World: Early Modern Times from Elizabeth I to the Forty-Niners Activity Book 3: History for the Classical Child,96553,2004.0,158,eng,4.28,0,0,0,0,0,0,1,0,0
3094,The Druidry Handbook: Spiritual Practice Rooted in the Living Earth,649027,2006.0,585,,4.0,0,0,0,0,0,0,0,1,0
3109,Lying,12669885,2011.0,1194,eng,3.84,0,0,1,0,0,0,0,1,0
3110,The King of Infinite Space: Euclid and His Elements,13587126,2013.0,123,,3.13,0,0,0,0,0,0,1,0,0
3121,Is God a Moral Monster?: Making Sense of the Old Testament God,9612357,2010.0,1085,en-GB,4.01,0,0,0,0,0,0,1,1,0
3122,The Resurrection of Jesus: A New Historiographical Approach,9612356,2010.0,139,,4.4,0,0,0,0,0,0,1,1,0
3131,Ten Letters: The Stories Americans Tell Their President,11222843,2011.0,315,,3.83,0,1,0,0,0,0,0,0,0
3144,The Seven Sins of Memory: How the Mind Forgets and Remembers,56592,2002.0,1127,en-US,3.86,0,0,0,0,0,0,0,0,1
3151,"Happier at Home: Kiss More, Jump More, Abandon a Project, Read Samuel Johnson, and My Other Experiments in the Practice of Everyday Life",13330831,2012.0,718,,3.48,0,0,0,0,0,0,0,1,0
3166,"Liberty for All?: 1820-1860 (A History of US, Book 5)",1252811,2002.0,251,eng,3.94,0,0,0,0,0,0,1,0,0
3198,"Great by Choice: Uncertainty, Chaos, and Luck--Why Some Thrive Despite Them All",12675109,2011.0,11315,eng,4.08,1,0,0,0,0,0,0,0,0
3219,Genghis Khan and the Quest for God: How the World's Greatest Conqueror Gave Us Religious Freedom,28815475,2016.0,157,eng,4.02,0,0,0,0,0,0,1,0,0
3221,Whiskey Tango Foxtrot: A Photographer's Chronicle of the Iraq War,1275565,2007.0,110,,4.23,0,0,0,0,0,0,1,0,0
3231,The Dyer's Hand,152535,1990.0,254,,4.28,0,0,0,0,0,0,0,0,1
3242,The Aftershock Investor: A Crash Course in Staying Afloat in a Sinking Economy,12394824,2012.0,112,,3.34,1,0,0,0,0,0,0,0,0
3247,The Continuum Concept: In Search Of Happiness Lost,331046,1986.0,1784,en-US,4.05,0,0,1,0,0,0,0,1,0
3256,Countdown: Our Last Best Hope for a Future on Earth?,17332183,2013.0,821,eng,4.14,1,1,0,0,0,0,0,0,0
3281,The Humans Who Went Extinct: Why Neanderthals Died Out and We Survived,6875964,2009.0,445,en-US,3.82,0,0,0,0,0,0,1,0,0
3284,Thank You and You're Welcome,6434804,2009.0,170,,3.84,0,0,0,0,0,0,0,1,0
3288,The End of Men: And the Rise of Women,13593564,2012.0,1520,eng,3.41,0,1,1,0,0,0,0,0,0
3295,The Senator Next Door: A Memoir from the Heartland,25298237,2015.0,199,eng,3.96,0,1,0,0,1,0,0,0,0
3310,The Bible of Karate: Bubishi,305642,,191,,4.18,0,0,0,0,0,0,1,0,0
3311,The Lion in the Living Room: How House Cats Tamed Us and Took Over the World,32294147,,115,,3.6,0,0,0,0,0,0,1,0,0
3378,Moral Ground: Ethical Action for a Planet in Peril,7894462,2010.0,136,,4.01,0,0,0,0,0,0,0,1,0
3385,The Quiet Don: The Untold Story of Mafia Kingpin Russell Bufalino,17265148,2013.0,153,en-US,3.77,0,0,0,0,0,0,1,0,0
3409,Healing at the Speed of Sound: How What We Hear Transforms Our Brains and Our Lives,11787153,2011.0,122,eng,3.61,0,0,0,0,0,0,0,1,0
3416,This Book Needs No Title: A Budget of Living Paradoxes,493578,1986.0,125,,4.16,0,0,0,0,0,0,0,1,0
3419,Zen Action/Zen Person,766737,1989.0,115,eng,4.16,0,0,0,0,0,0,0,1,0
3430,What Is the Statue of Liberty?,18667835,2014.0,142,,4.16,0,0,0,0,0,0,1,0,0
3436,Synchronicity: An Acausal Connecting Principle,9656394,2010.0,143,,4.09,0,0,0,0,0,0,0,1,0
3438,The Body of God,975870,1993.0,101,,3.9,0,0,0,0,0,0,0,1,0
3442,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",8702372,2010.0,125,,3.9,0,0,0,0,0,0,1,0,0
3444,Francis and Clare: The Complete Works,365893,1988.0,113,,4.08,0,0,0,0,0,0,1,1,0
3461,On Democracy,6696,2000.0,447,,3.72,0,1,0,0,1,0,0,0,0
3469,Empire of Illusion: The End of Literacy and the Triumph of Spectacle,6577631,2009.0,3512,,3.94,0,1,1,0,0,0,0,0,0
3471,"Under a Green Sky: Global Warming, the Mass Extinctions of the Past, and What They Can Tell Us About Our Future",630144,2007.0,200,,3.88,0,0,0,0,0,0,1,0,0
3491,Cellar of Horror: The Story of Gary Heidnik,182552,1992.0,1222,,3.86,0,0,0,0,0,0,1,0,0
3494,Healing the Shame that Binds You,98399,2005.0,6791,,4.09,0,0,1,0,0,0,0,1,0
3526,Natural History,8167162,2010.0,304,,4.64,0,0,0,0,0,0,1,0,0
3533,Heaven,6231982,,477,en-GB,4.26,0,0,0,0,0,0,0,1,0
3537,Night Draws Near: Iraq's People in the Shadow of America's War,4362,,550,eng,4.09,0,1,0,0,0,0,1,0,0
3547,Godless Morality: Keeping Religion Out of Ethics,4046,2000.0,112,,3.89,0,0,0,0,0,0,0,1,0
3549,The Cave Painters: Probing the Mysteries of the World's First Artists,287493,2006.0,203,,4.03,0,0,0,0,0,0,1,0,0
3561,The Lines We Cross,32332936,2017.0,239,eng,4.0,0,1,0,0,0,0,0,0,0
3566,"Saladin: Life, Legend, Legacy",23346681,2015.0,197,,3.85,0,0,0,0,0,0,1,0,0
3574,King Philip's War: The History and Legacy of America's Forgotten Conflict,1041314,2000.0,119,,3.67,0,0,0,0,0,0,1,0,0
3582,Everett Ruess: A Vagabond for Beauty,1300326,,336,eng,4.12,0,0,0,0,0,0,1,0,0
3587,China Safari: On the Trail of Beijing's Expansion in Africa,5753471,2009.0,107,en-US,3.74,0,1,0,0,0,0,0,0,0
3591,Re-Claiming the Bible for a Non-Religious World,11408575,2011.0,209,,4.16,0,0,0,0,0,0,0,1,0
3635,Every Good Endeavor: Connecting Your Work to God's Plan for the World,13589149,2012.0,3735,eng,4.27,0,0,0,0,0,0,0,1,0
3643,Real England: The Battle Against the Bland,3199146,2009.0,100,en-GB,3.95,0,1,0,0,0,0,1,0,0
3674,More Ready Than You Realize: The Power of Everyday Conversations,44444,2002.0,395,,3.72,0,0,0,0,0,0,0,1,0
3677,Finding Faith: A Self-Discovery Guide for Your Spiritual Quest,44443,,129,,3.66,0,0,0,0,0,0,0,1,0
3695,The Story of Spanish,15793078,2013.0,275,,3.83,0,0,0,0,0,0,1,0,0
3779,Casanova: Actor Lover Priest Spy,3899835,2008.0,211,eng,3.68,0,0,0,0,0,0,1,0,0
3795,Wolves in the Land of Salmon,15079649,2013.0,120,,4.26,0,0,0,0,0,0,1,0,0
3797,"Famine, Affluence, and Morality",26200871,2015.0,179,eng,4.09,0,0,1,0,0,0,0,1,0
3819,The Finest Hours (Young Readers Edition): The True Story of a Heroic Sea Rescue,18005272,2014.0,120,,3.84,0,0,0,0,0,0,1,0,0
3830,"The Blue Zones, Second Edition: 9 Lessons for Living Longer From the People Who've Lived the Longest",18989736,,330,,3.93,0,0,0,0,0,0,1,0,0
3876,Hitler's Forgotten Children: My Life Inside The Lebensborn,25121427,2015.0,407,eng,3.91,0,0,0,0,0,0,1,0,0
3879,The Politics of Aesthetics,251128,2006.0,856,,3.94,0,1,0,0,0,0,0,0,1
3885,The Creation of the Media: Political Origins of Modern Communications,648765,2005.0,121,,3.84,0,1,0,0,0,0,1,0,0
3890,Uncertainty: Turning Fear and Doubt into Fuel for Brilliance,11674050,,1065,,3.72,0,0,1,0,0,0,0,1,0
3892,Autobiography of a Yogi,639864,1994.0,27405,en-US,4.22,0,0,0,0,0,0,1,1,0
3893,"Wheelmen: Lance Armstrong, the Tour de France, and the Greatest Sports Conspiracy Ever",17674986,,1765,en-CA,4.01,0,0,0,0,0,0,1,0,0
3895,Churchill and the King: The Wartime Alliance of Winston Churchill and George VI,17674980,2013.0,111,,3.61,0,1,0,0,0,0,1,0,0
3896,Silence: A Christian History,17674982,2013.0,128,,3.69,0,0,0,0,0,0,1,0,0
3907,Until Proven Innocent: Political Correctness and the Shameful Injustices of the Duke Lacrosse Rape Case,537059,,281,,4.04,0,1,0,0,0,0,1,0,0
3943,"The Good Nurse: A True Story of Medicine, Madness, and Murder",18296159,2014.0,3452,eng,3.75,0,0,0,0,0,0,1,0,0
3946,The Great Deformation: The Corruption of Capitalism in America,17831984,2013.0,102,en-GB,3.91,0,1,0,0,0,0,0,0,0
3948,Bill Bryson's African Diary,20241,2002.0,222,en-GB,3.41,0,0,0,0,0,0,1,0,0
3959,Austerity: The History of a Dangerous Idea,13484866,2013.0,710,eng,4.11,1,1,0,0,0,0,0,0,0
4064,Britain's Royal Families: The Complete Genealogy,1827896,2002.0,714,eng,4.08,0,0,0,0,0,0,1,0,0
4075,The Making of Modern Britain,6466346,2009.0,887,,3.98,0,1,0,0,0,0,1,0,0
4079,"Buddha in Daily Life, The: Introduction to the Buddhism of Nichiren Daishonin",250192,1995.0,259,en-US,4.31,0,0,0,0,0,0,0,1,0
4099,The Making of Donald Trump,30829620,,585,eng,3.99,0,1,0,0,0,0,1,0,0
4101,World War Z: An Oral History of the Zombie War tmp,13133307,2006.0,199,eng,4.01,0,0,0,0,0,0,1,0,0
4110,Europe's Last Summer: Who Started the Great War in 1914?,183222,2005.0,843,,3.93,0,0,0,0,0,0,1,0,0
4113,Roland Barthes,23055,1994.0,442,,4.04,0,0,0,0,0,0,0,1,1
4116,Image-Music-Text,23056,1993.0,2577,eng,4.09,0,0,0,0,0,0,0,1,1
4124,"The Last Stand: Custer, Sitting Bull, and the Battle of the Little Bighorn",9946488,2011.0,137,,3.97,0,0,0,0,0,0,1,0,0
4156,Grit: The Power of Passion and Perseverance,26720236,,1474,,4.07,0,0,1,0,0,0,0,1,0
4157,I Used to Know That: Stuff You Forgot from School,11942092,2010.0,142,en-GB,3.36,0,0,0,0,0,0,1,0,0
4177,The Great Terror: A Reassessment,52137,1991.0,628,,4.1,0,1,0,0,0,0,1,0,0
4180,Partners in Command: George Marshall & Dwight Eisenhower in War & Peace,741840,2007.0,155,en-US,4.04,0,0,0,0,0,0,1,0,0
4186,On the Origin of Tepees: The Evolution of Ideas,11431645,2011.0,114,,3.64,0,0,0,0,0,0,1,0,0
4202,The Market for Liberty,998062,1993.0,201,eng,4.09,1,1,0,0,0,0,0,0,0
4266,First Women: The Grace and Power of America's Modern First Ladies,29766741,,616,,3.71,0,1,0,0,0,0,1,0,0
4316,"The Chalice and the Blade: Our History, Our Future",470367,1988.0,2376,eng,4.12,0,0,1,0,0,0,1,0,0
4324,Witchcraft: A Very Short Introduction,7698899,2010.0,178,,3.48,0,0,0,0,0,0,1,1,0
4327,"Don't Give Up, Don't Give In: Lessons from an Extraordinary Life",22103892,2014.0,1222,eng,4.12,0,0,0,0,0,0,1,1,0
4333,Neither Man Nor Woman: The Hijras of India,145710,1998.0,318,,3.71,0,0,1,0,0,0,1,0,0
4341,Communities of Violence: Persecution of Minorities in the Middle Ages,712166,1998.0,231,eng,4.09,0,0,0,0,0,0,1,0,0
4383,The Handbook of Nature Study,660581,1986.0,1026,en-US,4.33,0,0,0,0,0,0,1,0,0
4385,How to Listen to Jazz,26240779,2016.0,220,,4.1,0,0,0,0,0,0,1,0,0
4403,Martha Washington: America's First First Lady,833536,1986.0,174,eng,3.8,0,0,0,0,0,0,1,0,0
4405,Banned in D C: Photos and Anecdotes from the DC Punk Underground,415504,1988.0,317,en-US,4.22,0,0,0,0,0,0,1,0,0
4410,1001 Paintings You Must See Before You Die,452194,2007.0,585,,4.11,0,0,0,0,0,0,1,0,0
4432,Counterculture Through the Ages: From Abraham to Acid House,1183841,2004.0,111,,3.8,0,0,1,0,0,0,1,0,0
4435,Returning to Silence,155240,1988.0,144,,4.18,0,0,0,0,0,0,0,1,0
4444,The Invisible Gorilla: How Our Intuitions Deceive Us,9741943,2011.0,226,en-US,3.88,1,0,1,0,0,0,0,0,0
4463,One Way Forward: The Outsider's Guide to Fixing the Republic,13488196,2012.0,218,en-US,3.96,0,1,0,0,0,0,0,0,0
4473,"Wild America: The Record of a 30,000 Mile Journey Around the Continent by a Distinguished Naturalist and His British Colleague",291307,1997.0,111,,4.23,0,0,0,0,0,0,1,0,0
4499,From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews,9929,2006.0,248,eng,4.33,0,0,0,0,0,0,1,0,0
4527,The Orthodox Church,329157,1993.0,1977,eng,4.23,0,0,0,0,0,0,1,0,0
4534,The Secret Paris of the 30's,473771,2001.0,102,,4.5,0,0,0,0,0,0,1,0,0
4585,The Last Victim: A True-Life Journey into the Mind of the Serial Killer,488644,2000.0,2564,eng,3.82,0,0,1,0,0,0,1,0,0
4588,Why Revival Tarries,9415723,,113,,4.52,0,0,0,0,0,0,0,1,0
4628,"Coming Out Atheist: How to Do It, How to Help Each Other, and Why",20499397,2014.0,134,eng,4.02,0,0,0,0,0,0,0,1,0
4660,The Austrian Theory of the Trade Cycle and Other Essays,81985,,431,eng,4.09,1,0,0,0,0,0,1,0,0
4665,America's Great Depression,81980,,598,eng,4.22,1,0,0,0,0,0,1,0,0
4693,"Kings of the Road: How Frank Shorter, Bill Rodgers, and Alberto Salazar Made Running Go Boom",15814453,2013.0,227,,3.82,0,0,0,0,0,0,1,0,0
4710,The 100 Simple Secrets of Happy People: What Scientists Have Learned and How You Can Use It,441261,2000.0,1110,en-US,3.62,0,0,1,0,0,0,0,1,0
4742,The Self-made Billionaire Effect Deluxe: How Extreme Producers Create Massive Value,24203476,,154,eng,3.79,1,0,0,0,0,0,0,0,0
4761,Vested Interests: Cross-Dressing and Cultural Anxiety,379983,,106,en-US,3.85,0,0,0,0,0,0,1,0,1
4789,Laura Ingalls Wilder: A Writer's Life,1956744,2007.0,1131,eng,4.06,0,0,0,0,0,0,1,0,0
4797,Surviving the Angel of Death: The True Story of a Mengele Twin in Auschwitz,18898968,,321,,4.16,0,0,0,0,0,0,1,0,0
4808,My Silent War: The Autobiography of a Spy,845996,2002.0,322,,3.49,0,0,0,0,0,0,1,0,0
4817,Howard Zinn on War,16195,2003.0,290,,4.2,0,1,0,0,0,0,1,0,0
4819,Passionate Declarations: Essays on War and Justice,16197,2003.0,293,,4.35,0,1,0,0,0,0,1,0,0
4820,You Can't Be Neutral on a Moving Train: A Personal History of Our Times,16192,2002.0,2216,eng,4.3,0,1,0,0,0,0,1,0,0
4821,Declarations of Independence: Cross-Examining American Ideology,16193,1991.0,684,eng,4.26,0,1,0,0,0,0,1,0,0
4823,Teachings of Presidents of the Church: Joseph F. Smith,2881397,1998.0,519,eng,4.49,0,0,0,0,0,0,1,0,0
4874,Hope's Gift,15812161,2012.0,105,,4.01,0,0,0,0,0,0,1,0,0
4887,The Rise of Enlightened Sexism: How Pop Culture Took Us from Girl Power to Girls Gone Wild,8490026,2010.0,242,,3.86,0,1,1,0,0,0,0,0,0
4888,"Why Don't You Get a Horse, Sam Adams?",98243,1996.0,236,,3.93,0,0,0,0,0,0,1,0,0
4890,Secrets of the Red Lantern: Stories and Recipes from the Heart,2418429,2008.0,130,eng,4.25,0,0,0,0,0,0,1,0,0
4942,The Sexual Politics of Meat: A Feminist-Vegetarian Critical Theory,7236758,2010.0,100,eng,3.86,0,1,0,0,0,0,0,1,0
4949,The Secret of the Great Pyramid: How One Man's Obsession Led to the Solution of Ancient Egypt's Greatest Mystery,3455938,2008.0,151,,3.94,0,0,0,0,0,0,1,0,0
4971,Methland: The Death and Life of an American Small Town,6215979,,4977,en-US,3.67,0,0,1,0,0,0,1,0,0
5014,"Rome's Last Citizen: The Life and Legacy of Cato, Mortal Enemy of Caesar",13538752,2012.0,325,,4.02,0,0,0,0,0,0,1,1,0
5025,Extraordinary Origins of Everyday Things,22462,1989.0,624,,4.03,0,0,0,0,0,0,1,0,0
5054,The Housing Boom and Bust,6388022,2009.0,965,en-US,4.09,1,1,0,0,0,0,0,0,0
5082,Heaven on Earth: The Rise and Fall of Socialism,1382538,,110,en-US,4.08,0,1,0,0,0,0,1,0,0
5113,Rewriting the Rules of the American Economy: An Agenda for Growth and Shared Prosperity,27250881,,114,,4.14,1,1,0,0,0,0,0,0,0
5129,Franklin and Eleanor: An Extraordinary Marriage,8190375,,1558,en-US,4.0,0,0,0,0,0,0,1,0,0
5146,Twenty Ads That Shook the World: The Century's Most Groundbreaking Advertising and How It Changed Us All,693438,2001.0,155,,3.76,0,0,0,0,0,0,1,0,0
5161,Extreme Ownership: How U.S. Navy SEALs Lead and Win,23848190,2015.0,6001,,4.28,0,0,0,0,0,0,1,1,0
5162,It Ended Badly: Thirteen of the Worst Breakups in History,23848194,2015.0,1716,eng,3.79,0,0,0,0,0,0,1,0,0
5165,Smoke and Mirrors: The War on Drugs and the Politics of Failure,60180,1997.0,140,eng,4.33,0,1,0,0,0,0,1,0,0
5167,No More Vietnams,1904238,1985.0,116,en-US,3.7,0,1,0,0,0,0,1,0,0
5171,Constantinople: The Forgotten Empire,158387,1970.0,161,eng,4.18,0,0,0,0,0,0,1,0,0
5183,In the Footsteps of Alexander the Great: A Journey from Greece to Asia,240541,2001.0,339,en-US,4.0,0,0,0,0,0,0,1,0,0
5209,How Good People Make Tough Choices,46683,2003.0,195,,3.61,0,0,0,0,0,0,0,1,0
5213,"Dislocating Cultures: Identities, Traditions, and Third World Feminism",1032626,1997.0,113,eng,4.22,0,0,1,0,0,0,0,0,1
5215,Jim Henson: The Guy Who Played with Puppets,11388475,2011.0,273,eng,3.83,0,0,0,0,0,0,1,0,0
5227,"The New Digital Age: Reshaping the Future of People, Nations and Business",17841042,2013.0,186,en-US,3.31,1,1,0,0,0,0,0,0,0
5263,"Electrified Sheep: Glass-Eating Scientists, Nuking the Moon, and More Bizarre Experiments",10290675,2011.0,351,,3.7,0,0,0,0,0,0,1,0,0
5272,The Cold War: A New History,8227208,,112,,3.9,0,1,0,0,0,0,1,0,0
5283,The Way of the Wizard: Twenty Spiritual Lessons for Creating the Life You Want,138894,,3959,,4.1,0,0,0,0,0,0,0,1,0
5284,Quantum Healing: Exploring the Frontiers of Mind Body Medicine,138897,1990.0,4656,eng,4.13,0,0,0,0,0,0,0,1,0
5285,The Path to Love: Renewing the Power of Spirit in Your Life,138892,1996.0,125,en-US,4.15,0,0,0,0,0,0,0,1,0
5294,Democracy in Chains: The Deep History of the Radical Right's Stealth Plan for America,30011020,2017.0,412,,4.01,0,1,0,0,0,0,1,0,0
5315,Cradle to Cradle,6261838,2009.0,110,,4.1,0,1,0,0,0,0,0,1,0
5336,Oil and Honey: The Education of an Unlikely Activist,17562062,2013.0,672,,3.94,0,1,0,0,0,0,1,0,0
5342,The Cleansing of America,7961498,2010.0,644,,3.91,0,1,0,0,0,0,1,0,0
5389,The Crossroad,18746949,2013.0,409,eng,4.48,0,0,0,0,0,0,1,0,0
5392,Dancing in the Glory of Monsters: The Collapse of the Congo and the Great War of Africa,10046142,2011.0,2391,eng,4.15,0,0,0,0,0,0,1,0,0
5402,The World Is Flat: A Brief History of the Twenty-first Century,1302077,2005.0,132,,3.66,1,0,0,0,0,0,1,0,0
5428,"Some We Love, Some We Hate, Some We Eat: Why It's So Hard to Think Straight About Animals",6953508,2010.0,2376,eng,3.82,0,0,1,0,0,0,0,1,0
5435,Bicycling Science,432870,2004.0,172,en-US,4.03,0,0,0,0,0,0,1,0,0
5503,Church History in Plain Language,19484693,,118,en-GB,4.13,0,0,0,0,0,0,1,0,0
5570,Openness Unhindered: Further Thoughts of an Unlikely Convert on Sexual Identity and Union with Christ,25386129,2015.0,395,eng,4.37,0,0,1,0,0,0,0,1,0
5666,The Culture Code: An Ingenious Way to Understand Why People Around the World Live and Buy as They Do,941368,,176,,3.92,0,1,1,0,0,0,0,0,0
5691,Crusade in Europe,42528,1997.0,928,eng,4.03,0,0,0,0,0,0,1,0,0
5695,"Dwight D. Eisenhower (The American Presidents, #34)",42525,2002.0,148,en-US,3.65,0,1,0,0,0,0,1,0,0
5721,"Worse Than War: Genocide, Eliminationism, and the Ongoing Assault on Humanity",6897243,,147,en-US,3.56,0,1,0,0,0,0,1,0,0
5746,"The Pirate Coast: Thomas Jefferson, the First Marines & the Secret Mission of 1805",18010,2006.0,1487,,3.83,0,0,0,0,0,0,1,0,0
5758,The Climb: Tragic Ambitions on Everest,730374,1997.0,114,,3.89,0,0,0,0,0,0,1,0,0
5793,"The Inkblots: Hermann Rorschach, His Iconic Test, and the Power of Seeing",30746292,2017.0,289,eng,3.75,0,0,0,0,0,0,1,0,0
5799,"Hubbub: Filth, Noise, and Stench in England, 1600-1770",302070,2007.0,112,,3.96,0,0,0,0,0,0,1,0,0
5809,"Absurdistan: A Bumpy Ride Through Some of the World's Scariest, Weirdest Places",534154,2005.0,354,,4.05,0,1,0,0,0,0,0,0,0
5817,War Is a Force That Gives Us Meaning,27502,,4049,,4.15,0,0,0,0,0,0,1,1,0
5819,Plan of Attack: The Definitive Account of the Decision to Invade Iraq,27507,,4111,en-US,3.66,0,1,0,0,0,0,1,0,0
5820,State of Denial,27506,,3208,,3.77,0,1,0,0,0,0,1,0,0
5828,The Dream of the Earth,209222,2006.0,190,eng,4.16,0,0,0,0,0,0,0,1,0
5858,The Concept of Mind,695125,2000.0,1226,,3.93,0,0,0,0,0,0,0,1,0
5898,Code: The Hidden Language of Computer Hardware and Software,44882,,3417,eng,4.38,0,0,0,0,0,0,1,0,0
5913,Ada's Violin: The Story of the Recycled Orchestra of Paraguay,27206444,2016.0,790,,4.4,0,0,0,0,0,0,1,0,0
5940,The Art of Invisibility: The World's Most Famous Hacker Teaches You How to Be Safe in the Age of Big Brother and Big Data,30363785,2017.0,685,eng,4.01,0,1,1,0,0,0,0,0,0
5945,Non Stop India,12923565,2011.0,226,,3.67,0,1,0,0,0,0,1,0,0
5968,"Trace: Memory, History, Race and the American Land",24886834,2015.0,167,eng,4.23,0,0,1,0,0,0,1,0,0
5977,Sun in a Bottle: The Strange History of Fusion and the Science of Wishful Thinking,3024263,,647,,3.92,0,0,0,0,0,0,1,0,0
6034,Islam,136848,,138,en-GB,4.02,0,0,0,0,0,0,1,1,0
6036,Against Intellectual Property,4279856,2008.0,364,eng,3.91,1,0,0,0,0,0,0,1,0
6037,Through the Narrow Gate: A Memoir of Spiritual Discovery,136846,2005.0,1282,,4.08,0,0,0,0,0,0,1,1,0
6069,Thomas Cranmer,603967,1998.0,155,,4.37,0,0,0,0,0,0,1,0,0
6071,Create Your Own Economy: The Path to Prosperity in a Disordered World,6330896,2009.0,443,,3.34,1,0,0,0,0,0,0,0,0
6083,The Tibetan Book Of Living And Dying: A Spiritual Classic from One of the Foremost Interpreters of Tibetan Buddhism to the West (Rider 100),2980793,2008.0,138,en-GB,4.21,0,0,0,0,0,0,0,1,0
6089,Gender Trouble: Feminism and the Subversion of Identity,622757,1999.0,148,en-US,4.1,0,0,0,0,0,0,0,1,1
6100,The Economic Naturalist: Why Economics Explains Almost Everything,3355846,2008.0,332,,3.46,1,0,0,0,0,0,0,0,0
6106,Who Was Rosa Parks?,9548739,2010.0,604,,4.2,0,0,0,0,0,0,1,0,0
6145,An Essay Concerning Human Understanding,1003890,1996.0,169,,3.82,0,1,0,0,0,0,0,1,0
6171,Philosophy of Existence,368124,1971.0,136,,3.81,0,0,0,0,0,0,0,1,0
6172,Warhol,647477,1997.0,101,,3.88,0,0,0,0,0,0,1,0,0
6179,"Labor's Untold Story: The Adventure Story of the Battles, Betrayals and Victories of American Working Men and Women",187725,1955.0,167,,3.58,0,1,0,0,0,0,1,0,0
6181,Memory and the Mediterranean,187729,2002.0,143,,4.09,0,0,0,0,0,0,1,0,0
6190,"The Pot Book: A Complete Guide to Cannabis: Its Role in Medicine, Politics, Science, and Culture",8264272,2010.0,148,,4.19,0,1,0,0,0,0,0,0,0
6208,The Great Disruption: Why the Climate Crisis Will Bring On the End of Shopping and the Birth of a New World,9697369,,507,en-US,3.76,1,1,0,0,0,0,0,0,0
6213,The Evolution of God,6340873,2009.0,5091,en-US,3.92,0,0,0,0,0,0,1,1,0
6221,"Lee Kuan Yew: The Grand Master's Insights on China, the United States, and the World",16248652,2013.0,650,,4.16,0,1,0,0,0,0,1,0,0
